zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
mid,6,2,1,high,center,22,142,1,41,250,take_height
early,4,2,0,mid,edge,471,167,0,28,312,drop_low
late,15,2,2,mid,corner,69,120,1,62,425,look_for_refresh
late,14,3,3,mid,corner,344,119,0,92,188,drop_low
mid,9,1,0,low,corner,197,119,0,2,355,stick_deadside
late,12,2,1,low,center,402,358,0,72,599,drop_low
late,12,2,0,mid,edge,446,65,0,65,312,drop_low
mid,8,2,0,high,corner,385,263,1,21,446,drop_low
early,3,2,2,low,corner,390,96,0,15,574,drop_low
mid,6,2,1,low,corner,373,267,0,55,156,drop_low
early,5,3,2,high,center,297,389,0,8,37,take_height
mid,10,4,3,low,center,479,226,0,86,547,drop_low
mid,10,4,3,high,center,64,324,1,20,438,take_height
early,2,2,0,mid,edge,252,97,0,77,327,drop_low
mid,9,1,0,high,center,162,340,1,64,354,drop_low
early,3,5,5,mid,corner,178,266,0,90,262,play_frontside
late,13,2,1,mid,corner,291,289,0,39,19,stabilize_box
late,12,2,0,mid,center,118,275,0,7,362,stabilize_box
early,3,3,2,mid,center,422,109,0,57,8,play_frontside
late,13,3,3,mid,center,393,182,0,75,432,drop_low
mid,6,1,0,low,center,347,238,0,31,478,drop_low
mid,8,1,0,mid,center,45,218,0,34,450,stabilize_box
early,1,2,0,mid,edge,221,156,0,75,373,drop_low
mid,10,1,1,high,center,362,198,1,88,536,drop_low
late,14,1,1,mid,edge,349,72,0,89,119,drop_low
mid,7,1,0,mid,corner,140,157,0,51,457,stick_deadside
early,4,2,1,low,center,68,242,0,56,9,look_for_refresh
early,1,2,0,mid,edge,171,100,0,97,447,drop_low
mid,7,4,2,mid,center,271,343,0,29,168,stabilize_box
mid,10,4,2,high,edge,168,168,1,63,572,take_height
early,2,4,4,high,edge,236,95,1,85,363,take_height
mid,10,1,1,low,corner,169,86,0,33,563,stick_deadside
late,15,1,1,high,center,307,265,1,45,552,drop_low
late,14,2,1,low,corner,322,195,0,6,267,drop_low
mid,10,4,4,mid,edge,338,56,0,37,329,drop_low
late,14,1,0,mid,edge,55,154,0,53,16,look_for_refresh
mid,8,4,3,low,corner,377,219,0,2,281,drop_low
mid,7,4,3,mid,corner,484,186,0,94,416,drop_low
early,1,3,3,low,center,353,381,0,57,478,play_frontside
mid,8,3,1,low,corner,321,201,0,92,441,drop_low
late,13,1,1,mid,corner,443,56,0,96,596,stick_deadside
mid,6,2,2,mid,center,132,225,0,51,297,stabilize_box
mid,7,3,3,high,center,223,145,1,91,380,take_height
mid,8,2,1,mid,corner,167,219,0,39,65,stabilize_box
early,4,2,0,mid,edge,173,50,0,22,160,drop_low
late,13,3,3,mid,edge,291,27,1,79,176,drop_low
mid,6,4,4,low,edge,59,138,0,43,566,look_for_refresh
mid,9,3,2,low,edge,139,162,0,38,125,drop_low
mid,10,1,1,mid,corner,371,151,0,64,75,stick_deadside
mid,10,1,1,mid,corner,373,105,0,37,553,stick_deadside
early,2,2,1,mid,corner,272,281,0,100,505,stabilize_box
mid,7,3,3,mid,edge,164,188,1,38,339,drop_low
early,4,3,1,mid,edge,345,154,0,71,573,play_frontside
mid,10,1,0,low,edge,314,39,0,31,135,drop_low
late,14,3,1,low,edge,55,90,0,44,477,look_for_refresh
late,14,3,3,high,center,257,334,0,94,53,take_height
mid,8,2,1,mid,center,230,219,0,14,228,stabilize_box
mid,6,4,3,high,center,222,257,0,98,100,take_height
early,4,5,5,low,corner,419,74,0,52,477,play_frontside
late,12,1,0,high,corner,475,191,1,91,349,stick_deadside
mid,9,3,3,low,center,330,144,0,87,35,drop_low
mid,8,3,2,low,center,11,298,0,67,259,look_for_refresh
mid,9,2,1,high,center,215,337,1,5,366,take_height
early,3,2,1,low,center,239,228,0,42,481,drop_low
mid,9,4,4,mid,corner,344,184,0,94,320,drop_low
early,5,5,5,low,center,201,127,0,7,139,play_frontside
mid,9,4,4,mid,center,329,399,0,18,130,stabilize_box
mid,10,2,0,high,center,365,166,0,57,383,drop_low
early,1,3,1,low,edge,262,87,1,74,99,play_frontside
mid,7,3,1,mid,center,481,343,1,44,414,stabilize_box
early,5,5,4,low,center,325,266,0,98,21,play_frontside
mid,7,3,1,mid,edge,98,35,0,61,441,look_for_refresh
mid,9,2,1,low,edge,402,36,0,97,355,drop_low
early,4,3,1,low,edge,24,158,0,63,308,play_frontside
late,12,1,0,low,corner,174,114,0,32,198,stick_deadside
early,1,3,2,low,corner,271,101,0,95,458,play_frontside
early,4,2,2,high,corner,436,52,0,28,521,take_height
mid,9,2,0,mid,corner,54,126,1,4,481,look_for_refresh
mid,6,1,0,low,edge,341,174,0,15,32,drop_low
early,5,4,4,mid,center,484,388,1,2,358,play_frontside
mid,8,1,1,low,corner,464,119,0,23,112,stick_deadside
mid,10,1,1,mid,corner,421,211,0,59,259,stick_deadside
late,12,3,2,high,corner,189,145,0,23,277,take_height
mid,9,4,2,mid,center,469,351,1,99,328,stabilize_box
late,15,1,0,high,edge,115,165,0,91,116,drop_low
late,15,1,0,mid,edge,428,22,1,26,238,drop_low
mid,6,1,1,low,edge,331,47,0,34,533,drop_low
late,13,3,1,mid,corner,419,170,0,13,298,drop_low
mid,10,1,0,mid,corner,157,60,0,40,552,stick_deadside
late,14,2,0,mid,corner,482,99,0,51,58,drop_low
early,1,5,3,high,center,199,249,1,10,115,take_height
mid,9,1,0,mid,edge,478,49,0,39,388,drop_low
mid,8,3,1,high,center,138,388,0,90,554,take_height
mid,10,4,3,high,edge,357,84,1,4,313,take_height
mid,9,4,2,mid,center,446,289,0,82,548,stabilize_box
mid,6,1,1,mid,corner,495,204,1,99,253,stick_deadside
early,5,4,2,low,corner,214,256,0,52,52,play_frontside
early,2,4,4,high,center,39,303,0,81,452,take_height
mid,9,1,1,mid,edge,453,116,1,56,522,drop_low
mid,7,2,2,low,corner,19,53,0,27,152,look_for_refresh
late,11,3,2,low,edge,118,121,0,8,366,drop_low
late,13,2,2,mid,edge,159,197,0,53,509,drop_low
late,13,2,2,low,center,294,103,0,13,52,drop_low
mid,8,2,0,low,edge,334,142,0,46,270,drop_low
mid,9,2,1,mid,center,401,280,0,86,585,stabilize_box
early,4,3,2,low,center,446,399,0,36,250,play_frontside
late,11,1,0,mid,edge,148,164,0,43,596,drop_low
mid,10,1,1,low,edge,163,103,0,94,460,drop_low
early,4,5,5,low,corner,156,217,0,35,499,play_frontside
mid,6,4,4,mid,center,412,255,0,51,112,stabilize_box
late,13,2,0,mid,corner,423,214,0,63,103,stabilize_box
mid,8,4,4,low,corner,45,243,0,68,12,look_for_refresh
mid,9,2,1,low,center,435,236,0,13,470,drop_low
mid,10,1,0,mid,edge,193,39,1,47,232,drop_low
early,3,3,1,low,center,274,142,0,6,504,play_frontside
mid,7,3,2,low,corner,144,207,0,18,455,drop_low
mid,9,2,2,low,corner,27,96,0,8,563,look_for_refresh
early,1,4,2,high,center,146,344,0,41,37,take_height
late,11,2,1,high,corner,399,291,1,61,150,take_height
mid,7,3,3,high,corner,207,123,0,20,137,take_height
late,12,1,0,mid,edge,54,132,0,85,464,look_for_refresh
late,14,1,0,mid,corner,415,91,1,96,116,stick_deadside
early,2,2,0,mid,center,474,120,1,56,575,drop_low
mid,7,1,0,mid,edge,88,56,0,96,341,look_for_refresh
mid,8,3,1,low,corner,466,270,0,2,329,drop_low
late,15,1,1,mid,center,463,134,1,66,396,drop_low
early,5,2,1,high,center,96,225,0,32,116,take_height
mid,7,3,1,mid,center,218,331,0,22,329,stabilize_box
mid,8,2,1,mid,center,233,186,0,90,475,drop_low
mid,10,2,1,low,corner,262,228,0,41,35,drop_low
early,2,2,1,mid,edge,169,142,0,10,363,drop_low
mid,9,4,4,mid,edge,238,50,0,39,166,drop_low
mid,8,4,3,high,corner,204,86,1,45,387,take_height
mid,8,1,0,low,corner,386,174,0,5,563,stick_deadside
mid,6,3,2,high,corner,153,115,1,12,228,take_height
mid,10,2,0,mid,corner,139,116,1,32,589,drop_low
mid,9,1,0,high,center,460,241,1,40,433,drop_low
early,5,4,3,mid,corner,50,96,0,18,226,play_frontside
late,11,1,1,mid,corner,188,197,0,74,16,stick_deadside
mid,6,2,0,mid,edge,23,111,1,64,168,look_for_refresh
mid,8,4,2,mid,corner,471,162,0,87,8,drop_low
early,4,3,2,high,edge,487,41,1,1,438,take_height
early,1,4,3,low,edge,442,188,0,53,435,play_frontside
mid,7,1,1,low,corner,241,164,0,42,386,stick_deadside
mid,7,1,0,high,edge,442,111,0,82,166,drop_low
late,15,3,2,mid,edge,36,82,0,94,312,look_for_refresh
early,5,3,1,mid,center,346,362,0,83,532,play_frontside
mid,6,4,3,mid,corner,432,122,0,38,52,drop_low
mid,7,1,0,low,center,338,275,0,17,321,drop_low
early,4,3,3,high,edge,429,58,1,62,578,take_height
early,4,4,2,mid,center,19,185,0,28,275,play_frontside
mid,6,4,2,low,corner,358,218,0,22,453,drop_low
mid,10,3,2,low,center,397,181,0,46,276,drop_low
mid,10,3,3,high,center,94,340,0,38,308,take_height
mid,7,1,1,low,center,366,101,0,32,91,drop_low
mid,9,3,3,high,edge,11,76,0,55,441,take_height
early,3,5,3,low,center,216,141,0,89,418,play_frontside
mid,6,1,0,mid,edge,421,106,0,9,592,drop_low
late,14,3,2,high,edge,98,81,1,100,419,take_height
mid,7,2,2,mid,center,419,296,0,50,399,stabilize_box
mid,7,4,4,mid,corner,130,169,1,37,259,drop_low
mid,6,1,1,mid,edge,466,141,0,65,4,drop_low
late,11,2,0,low,edge,39,154,0,93,213,look_for_refresh
late,13,2,1,low,corner,18,249,0,79,406,look_for_refresh
mid,7,3,3,high,center,138,197,0,44,69,take_height
late,15,1,1,high,corner,321,191,1,60,231,stick_deadside
early,5,3,2,mid,edge,321,102,0,29,572,play_frontside
early,4,4,2,mid,edge,213,38,0,85,283,play_frontside
late,14,3,1,low,corner,326,67,0,63,306,drop_low
late,15,2,0,low,edge,310,38,0,76,268,drop_low
early,2,4,3,mid,corner,406,265,0,26,138,play_frontside
mid,10,1,0,high,edge,407,190,1,45,49,drop_low
early,2,3,3,mid,center,147,352,0,95,35,play_frontside
mid,9,1,0,high,corner,154,224,1,35,182,stick_deadside
late,14,1,0,low,corner,410,76,0,78,120,stick_deadside
mid,9,2,0,mid,corner,424,141,0,7,268,drop_low
mid,7,2,1,low,center,183,135,0,67,476,drop_low
mid,8,1,0,mid,center,58,166,0,53,278,look_for_refresh
early,2,4,2,low,corner,252,268,0,41,237,play_frontside
mid,8,2,2,high,corner,99,83,1,4,244,take_height
mid,7,2,1,low,corner,492,152,0,2,521,drop_low
late,12,3,1,high,edge,109,101,0,35,254,take_height
late,13,1,0,mid,edge,212,126,0,33,244,drop_low
early,2,2,0,high,corner,217,207,1,50,36,drop_low
late,11,1,1,mid,center,102,307,1,13,161,stabilize_box
late,12,2,1,high,corner,246,189,1,7,576,take_height
late,15,1,1,low,edge,283,196,0,39,141,drop_low
mid,8,1,1,mid,edge,468,181,1,91,454,drop_low
mid,10,3,3,high,center,276,350,0,49,133,take_height
mid,6,4,4,low,edge,210,49,0,3,274,drop_low
early,2,2,2,low,edge,482,128,0,17,18,drop_low
early,3,3,1,mid,edge,259,57,0,25,276,play_frontside
early,2,5,5,high,center,448,320,1,94,360,take_height
mid,8,3,1,mid,corner,105,235,0,14,22,stabilize_box
mid,6,3,3,mid,corner,235,149,0,93,217,drop_low
mid,9,1,1,low,corner,396,116,0,5,466,stick_deadside
early,3,4,3,low,center,471,307,0,71,493,play_frontside
late,11,3,1,high,corner,113,56,1,83,494,take_height
late,12,1,1,low,corner,482,186,0,33,201,stick_deadside
late,11,3,3,mid,center,153,162,1,85,265,drop_low
late,15,2,2,high,corner,493,54,1,51,289,take_height
mid,10,4,2,low,center,146,122,0,85,263,drop_low
late,11,1,0,mid,edge,77,112,1,17,417,look_for_refresh
early,1,2,0,low,edge,182,130,0,87,66,drop_low
mid,10,2,1,mid,center,11,382,1,61,511,stabilize_box
early,4,3,2,low,center,128,314,0,91,456,play_frontside
early,5,2,2,mid,center,354,364,0,31,93,stabilize_box
early,2,4,2,low,corner,129,270,0,15,180,play_frontside
mid,8,4,2,mid,edge,287,95,0,40,35,drop_low
late,12,3,2,mid,corner,386,196,1,65,296,drop_low
mid,8,2,2,low,corner,462,215,0,20,428,drop_low
early,2,2,0,mid,edge,442,114,0,34,295,drop_low
late,11,3,1,low,corner,158,133,0,65,532,drop_low
mid,9,4,4,mid,center,339,112,1,32,353,drop_low
mid,8,3,2,low,corner,352,252,1,22,215,drop_low
mid,7,3,2,mid,corner,228,276,1,62,53,stabilize_box
mid,10,3,1,low,corner,487,229,0,93,140,drop_low
mid,9,1,1,mid,corner,192,98,0,45,448,stick_deadside
late,12,3,3,low,center,13,269,0,11,26,look_for_refresh
mid,8,4,4,mid,edge,67,46,1,33,550,look_for_refresh
mid,6,3,1,low,center,207,225,0,38,288,drop_low
late,13,1,0,high,edge,383,44,1,65,197,drop_low
mid,8,1,0,high,corner,452,66,0,63,112,stick_deadside
early,1,5,4,low,corner,35,97,0,38,471,play_frontside
early,5,4,3,mid,corner,467,170,1,73,369,play_frontside
early,5,3,2,low,center,122,139,0,13,382,play_frontside
mid,7,4,2,mid,center,206,336,0,48,28,stabilize_box
mid,9,3,1,mid,center,432,106,1,24,147,drop_low
early,2,5,4,mid,edge,238,160,1,36,310,play_frontside
late,14,3,2,mid,center,369,389,0,20,378,stabilize_box
mid,6,3,1,low,center,394,256,0,43,81,drop_low
early,1,4,3,mid,edge,450,178,1,57,15,play_frontside
mid,10,2,1,low,corner,107,265,0,65,215,drop_low
mid,10,2,1,mid,center,313,356,1,60,23,stabilize_box
early,3,2,2,mid,edge,209,176,0,99,336,drop_low
mid,6,4,3,mid,center,30,292,0,43,190,stabilize_box
late,11,3,3,low,corner,424,84,0,84,281,drop_low
mid,7,3,2,low,center,195,323,0,65,160,drop_low
mid,8,2,1,low,center,184,193,0,46,385,drop_low
mid,9,3,1,low,center,288,306,0,62,284,drop_low
early,4,3,1,low,corner,468,238,0,70,91,play_frontside
early,4,4,2,high,edge,217,23,1,26,493,take_height
mid,7,2,2,high,edge,100,138,1,29,484,take_height
early,1,5,5,mid,center,272,102,0,41,140,play_frontside
early,2,4,3,mid,center,393,319,0,15,463,play_frontside
late,11,1,1,low,edge,314,89,0,19,20,drop_low
late,13,3,1,high,corner,225,116,1,73,339,take_height
late,12,1,1,low,corner,489,228,0,59,410,stick_deadside
late,13,3,2,high,center,262,399,0,81,597,take_height
early,2,2,2,mid,edge,364,145,0,96,434,drop_low
late,11,2,0,low,corner,40,134,0,28,202,look_for_refresh
early,3,5,4,high,edge,134,140,0,15,25,take_height
late,11,3,3,low,center,440,217,0,58,31,drop_low
late,15,1,0,mid,center,358,379,0,53,468,stabilize_box
mid,7,4,3,mid,corner,205,119,1,42,207,drop_low
late,15,1,1,low,corner,300,292,0,28,402,stick_deadside
mid,8,3,2,mid,edge,468,88,0,73,168,drop_low
mid,7,1,1,mid,edge,43,36,1,91,343,look_for_refresh
mid,6,2,0,mid,center,240,309,0,19,67,stabilize_box
mid,9,1,0,low,edge,451,64,1,71,11,drop_low
early,3,3,3,high,edge,24,130,1,89,411,take_height
mid,9,3,3,low,center,343,314,0,94,165,drop_low
late,14,2,1,low,center,350,283,0,77,140,drop_low
early,2,4,4,low,center,336,340,0,2,481,play_frontside
late,15,2,1,low,center,346,205,0,18,412,drop_low
late,15,2,0,low,corner,179,196,0,40,262,drop_low
late,14,2,2,high,center,155,344,0,53,506,take_height
late,12,3,1,low,corner,215,61,0,8,213,drop_low
mid,6,3,3,low,edge,47,48,0,84,345,look_for_refresh
late,12,3,1,low,edge,329,169,0,9,559,drop_low
late,15,2,2,mid,corner,38,125,0,77,36,look_for_refresh
early,5,5,5,high,corner,383,73,0,21,594,take_height
mid,6,2,1,low,center,380,359,0,92,44,drop_low
mid,10,4,3,low,center,19,253,0,44,407,look_for_refresh
early,1,5,5,low,corner,282,129,1,60,87,play_frontside
mid,9,4,3,low,center,425,148,0,71,35,drop_low
mid,9,1,1,low,corner,454,271,0,31,453,stick_deadside
early,2,2,2,mid,corner,124,147,0,87,317,drop_low
mid,8,1,0,low,corner,93,75,0,13,166,stick_deadside
late,14,3,2,mid,corner,90,167,0,45,180,look_for_refresh
mid,10,4,3,low,edge,439,189,0,100,514,drop_low
early,1,5,3,high,edge,80,102,0,2,447,take_height
early,2,3,3,high,center,380,347,1,34,478,take_height
mid,10,4,3,mid,center,65,279,0,69,353,stabilize_box
late,11,3,3,mid,corner,326,219,0,66,535,stabilize_box
early,1,2,1,mid,center,368,390,0,62,26,stabilize_box
mid,9,3,2,mid,corner,309,206,0,47,30,stabilize_box
early,4,5,5,mid,center,231,167,0,98,224,play_frontside
mid,8,4,4,mid,edge,431,128,1,2,106,drop_low
late,15,2,1,high,corner,113,170,0,84,540,take_height
mid,10,4,2,high,edge,242,56,1,72,457,take_height
early,2,5,3,low,corner,187,51,0,87,61,play_frontside
mid,9,2,0,mid,center,83,250,0,37,176,stabilize_box
early,3,3,1,low,corner,297,51,0,80,463,play_frontside
mid,7,3,1,low,center,386,177,0,86,141,drop_low
mid,8,4,4,mid,corner,355,195,0,63,86,drop_low
early,3,2,1,low,center,62,346,0,56,488,look_for_refresh
mid,10,1,0,high,center,441,201,1,46,395,drop_low
mid,10,4,3,low,corner,474,234,1,63,353,drop_low
late,13,1,1,mid,center,266,238,0,8,424,stabilize_box
late,14,3,2,mid,edge,368,78,1,55,108,drop_low
early,2,4,4,mid,center,127,267,0,43,179,play_frontside
late,15,3,2,mid,corner,227,68,0,90,582,drop_low
mid,7,1,0,high,corner,39,235,0,23,414,stick_deadside
mid,7,1,1,mid,edge,274,177,1,16,206,drop_low
late,14,2,1,mid,center,117,221,0,85,67,stabilize_box
late,11,2,2,low,center,298,343,0,52,479,drop_low
late,12,3,2,mid,corner,291,222,0,93,138,stabilize_box
mid,10,3,2,high,center,307,393,0,54,225,take_height
mid,7,1,0,mid,corner,211,77,1,84,61,stick_deadside
late,14,2,1,high,edge,307,131,1,76,293,take_height
mid,7,3,1,mid,edge,105,79,0,37,15,drop_low
mid,10,1,0,low,corner,48,188,0,90,50,stick_deadside
mid,10,1,1,low,center,326,299,0,67,101,drop_low
mid,8,2,2,low,corner,257,186,0,18,426,drop_low
early,3,5,4,mid,center,312,206,1,59,10,play_frontside
early,2,4,4,high,edge,435,61,0,1,123,take_height
late,15,2,0,low,center,313,221,0,19,253,drop_low
early,2,3,2,mid,corner,249,162,0,13,332,play_frontside
mid,9,3,3,mid,corner,189,198,0,33,201,drop_low
early,2,5,5,mid,edge,170,41,0,94,98,play_frontside
early,4,5,5,low,center,164,225,0,22,222,play_frontside
early,5,4,2,low,center,436,135,0,27,275,play_frontside
early,4,3,3,low,corner,166,274,0,50,504,play_frontside
late,14,2,1,low,corner,412,186,0,77,559,drop_low
mid,8,4,3,low,edge,219,179,0,72,370,drop_low
late,14,3,2,low,center,393,354,0,53,523,drop_low
mid,9,4,2,mid,center,364,144,1,60,589,drop_low
mid,10,4,4,low,center,120,276,0,50,330,drop_low
mid,8,3,2,high,edge,293,109,1,66,221,take_height
mid,8,4,4,low,corner,495,255,0,83,347,drop_low
late,13,3,3,low,corner,275,173,0,24,566,drop_low
mid,8,2,1,mid,center,460,374,1,69,59,stabilize_box
mid,10,2,0,low,center,371,331,0,8,32,drop_low
late,11,3,2,high,edge,486,41,0,20,208,take_height
late,15,1,0,low,edge,153,37,0,99,338,drop_low
late,11,2,0,high,center,109,275,1,66,213,drop_low
mid,8,4,4,high,corner,266,282,0,70,179,take_height
late,13,3,3,mid,edge,127,108,1,59,310,drop_low
mid,8,1,0,mid,center,347,344,0,80,409,stabilize_box
mid,9,2,1,mid,center,397,232,0,47,138,stabilize_box
early,2,4,2,mid,center,462,258,0,36,391,play_frontside
mid,9,1,0,mid,center,222,379,1,2,382,stabilize_box
early,1,4,2,low,corner,141,88,0,64,511,play_frontside
mid,7,1,1,low,edge,124,196,0,78,275,drop_low
late,14,2,0,mid,edge,413,150,0,38,495,drop_low
early,4,3,1,mid,center,328,156,0,26,45,play_frontside
early,2,3,2,high,center,476,257,1,20,462,take_height
early,4,5,4,low,corner,300,265,0,93,38,play_frontside
late,15,3,2,high,corner,125,96,1,4,67,take_height
mid,7,2,0,low,corner,310,74,0,84,587,drop_low
mid,7,3,1,mid,corner,66,262,0,88,264,stabilize_box
late,11,1,0,low,edge,386,33,0,65,515,drop_low
late,15,3,3,mid,edge,161,31,0,89,12,drop_low
mid,7,3,2,low,center,285,399,0,14,594,drop_low
mid,7,4,2,mid,center,421,190,0,35,171,drop_low
late,14,3,1,high,corner,175,263,0,85,350,take_height
mid,6,4,3,mid,edge,161,120,0,100,234,drop_low
early,3,2,1,mid,center,221,334,1,52,304,stabilize_box
late,14,3,1,high,corner,289,52,0,23,506,take_height
mid,10,2,0,mid,center,335,127,0,20,495,drop_low
mid,10,4,4,mid,edge,111,175,0,90,557,drop_low
mid,9,1,0,low,edge,392,94,0,27,537,drop_low
early,1,5,4,high,corner,383,144,0,41,4,take_height
early,1,4,4,mid,edge,262,173,0,78,388,play_frontside
late,14,1,0,low,corner,290,269,1,36,230,stick_deadside
early,2,5,3,low,corner,489,187,0,4,442,play_frontside
mid,10,4,4,high,edge,474,131,1,26,449,take_height
mid,9,3,2,low,edge,90,68,1,40,195,look_for_refresh
early,4,2,0,high,center,462,212,0,80,156,drop_low
late,12,3,3,low,center,282,189,0,84,110,drop_low
early,4,2,2,high,edge,67,25,0,88,459,take_height
mid,10,3,3,mid,edge,466,154,1,74,329,drop_low
mid,10,4,2,mid,edge,413,32,0,66,61,drop_low
early,3,4,2,high,center,11,127,1,73,597,take_height
early,2,2,2,mid,edge,348,29,0,82,465,drop_low
mid,6,1,1,mid,edge,18,62,1,94,43,look_for_refresh
late,15,3,1,low,corner,200,161,0,3,284,drop_low
early,5,5,3,low,edge,132,196,0,64,167,play_frontside
mid,10,4,2,low,center,113,302,0,29,400,drop_low
mid,9,2,0,mid,center,92,160,0,54,579,look_for_refresh
late,15,2,0,low,center,118,290,0,7,548,drop_low
mid,10,4,4,low,corner,129,271,0,25,383,drop_low
mid,6,4,2,mid,center,461,217,0,24,349,stabilize_box
mid,9,1,0,mid,edge,399,175,0,43,447,drop_low
mid,9,3,3,mid,corner,237,202,0,6,523,stabilize_box
late,14,3,3,low,center,276,383,0,15,531,drop_low
early,4,3,2,low,edge,414,172,0,79,190,play_frontside
mid,7,2,0,high,center,115,197,0,40,72,drop_low
late,13,3,2,low,center,456,154,1,91,299,drop_low
late,12,3,2,high,center,226,377,1,61,75,take_height
late,13,3,3,high,center,137,344,0,21,281,take_height
late,13,3,3,high,center,295,137,0,58,462,take_height
mid,6,1,0,low,edge,347,115,0,96,287,drop_low
mid,9,2,1,high,center,482,357,0,32,201,take_height
mid,10,2,1,high,edge,380,107,0,12,488,take_height
early,3,5,4,mid,center,158,282,0,9,541,play_frontside
mid,7,1,0,low,corner,160,100,0,20,95,stick_deadside
mid,7,3,2,low,center,70,225,0,15,274,look_for_refresh
early,2,3,3,low,edge,167,124,0,77,131,play_frontside
late,11,2,1,mid,center,183,208,0,8,547,stabilize_box
mid,10,4,3,mid,corner,453,148,0,21,132,drop_low
late,11,2,2,mid,corner,283,238,1,45,297,stabilize_box
early,5,4,3,mid,corner,327,156,1,89,335,play_frontside
mid,9,2,2,mid,corner,253,73,0,99,114,drop_low
mid,7,3,1,mid,center,490,235,0,40,465,stabilize_box
mid,9,3,1,high,corner,182,77,1,94,90,take_height
mid,6,2,2,low,edge,326,33,0,95,223,drop_low
late,13,3,1,mid,corner,68,70,0,6,599,look_for_refresh
early,1,3,1,low,corner,428,233,0,11,222,play_frontside
mid,7,2,0,mid,center,119,206,1,64,267,stabilize_box
mid,6,2,2,mid,corner,415,203,0,42,545,stabilize_box
mid,7,2,1,high,edge,379,52,0,59,294,take_height
late,14,2,0,low,corner,417,231,0,8,238,drop_low
late,11,2,1,high,center,224,387,1,72,517,take_height
mid,6,2,1,low,edge,316,42,0,55,248,drop_low
mid,6,4,2,mid,center,74,266,0,39,563,stabilize_box
mid,8,3,1,low,corner,408,203,0,51,577,drop_low
late,11,3,2,high,center,377,320,1,55,196,take_height
mid,8,2,0,mid,edge,421,194,0,76,570,drop_low
mid,6,2,2,mid,edge,261,196,0,3,176,drop_low
late,15,1,1,high,edge,307,103,1,43,186,drop_low
mid,7,3,1,low,corner,157,90,0,45,486,drop_low
late,13,2,1,low,edge,237,111,0,80,135,drop_low
early,1,5,3,high,corner,308,234,1,91,572,take_height
mid,6,4,4,low,corner,217,195,0,16,315,drop_low
mid,6,4,3,low,edge,206,81,0,5,394,drop_low
late,13,3,1,mid,corner,252,295,0,40,123,stabilize_box
late,13,2,2,mid,corner,200,273,0,76,367,stabilize_box
mid,9,4,3,low,corner,180,95,0,67,244,drop_low
mid,8,4,4,low,center,251,259,0,99,414,drop_low
mid,10,1,0,low,edge,472,107,0,45,351,drop_low
late,15,1,0,mid,center,267,373,0,3,431,stabilize_box
mid,10,3,3,high,corner,481,52,1,31,589,take_height
mid,10,2,2,high,center,470,364,1,24,87,take_height
early,4,3,3,mid,edge,160,36,0,29,592,play_frontside
late,11,3,3,low,edge,405,111,0,55,409,drop_low
mid,10,3,3,high,corner,439,77,1,33,381,take_height
mid,6,1,0,mid,edge,391,150,1,51,474,drop_low
early,5,3,1,low,edge,426,166,0,80,85,play_frontside
late,13,1,0,high,corner,309,108,0,97,472,stick_deadside
early,3,2,2,high,corner,246,59,0,74,360,take_height
mid,7,4,3,mid,corner,162,132,0,30,311,drop_low
late,11,1,0,mid,edge,300,120,1,98,310,drop_low
mid,6,3,3,low,corner,428,51,1,61,105,drop_low
early,1,3,3,low,center,74,174,0,60,424,play_frontside
mid,6,1,0,mid,corner,436,183,0,35,190,stick_deadside
late,13,3,2,low,edge,461,177,0,7,252,drop_low
mid,9,3,1,mid,corner,259,231,0,6,214,stabilize_box
late,14,2,0,high,edge,199,132,1,15,473,drop_low
early,2,2,1,high,edge,168,190,0,96,122,take_height
mid,10,1,0,mid,corner,421,185,0,66,326,stick_deadside
mid,6,4,4,high,center,404,194,0,96,218,take_height
late,13,2,2,high,corner,41,59,1,92,170,take_height
early,3,2,2,mid,edge,331,110,0,85,258,drop_low
late,14,3,1,low,center,69,239,0,17,76,look_for_refresh
mid,6,2,1,low,corner,188,151,0,19,357,drop_low
mid,8,4,3,low,corner,245,268,0,14,240,drop_low
early,1,3,3,low,center,196,260,0,49,357,play_frontside
late,14,1,0,low,edge,214,41,0,51,577,drop_low
early,4,5,3,low,center,410,212,1,34,318,play_frontside
mid,10,4,3,mid,edge,124,159,0,84,98,drop_low
mid,10,2,1,high,center,263,193,1,21,105,take_height
late,15,1,0,low,corner,77,72,0,48,196,stick_deadside
mid,8,2,1,mid,edge,232,168,0,67,348,drop_low
late,13,1,0,mid,corner,431,108,0,58,47,stick_deadside
mid,9,4,4,low,edge,329,183,0,78,523,drop_low
mid,10,2,1,high,center,396,133,0,21,162,take_height
mid,10,4,3,mid,corner,319,180,0,27,463,drop_low
late,12,2,1,mid,center,341,245,0,71,563,stabilize_box
late,15,2,0,high,edge,181,43,0,29,517,drop_low
early,1,5,5,low,edge,219,72,0,9,304,play_frontside
mid,6,3,1,mid,corner,136,98,0,79,424,drop_low
early,4,2,2,low,corner,167,105,0,44,391,drop_low
mid,9,4,2,high,center,375,345,0,28,85,take_height
mid,6,3,2,mid,center,468,254,1,38,296,stabilize_box
mid,10,3,2,mid,edge,97,20,0,15,398,look_for_refresh
mid,6,4,4,low,corner,478,158,0,15,482,drop_low
