zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
mid,7,1,1,mid,center,82,334,0,56,11,stabilize_box
early,3,2,1,high,center,403,168,1,42,497,take_height
early,2,4,2,low,corner,366,150,0,24,16,play_frontside
mid,10,2,0,high,edge,403,45,1,52,33,drop_low
early,5,4,4,low,center,255,233,1,43,489,play_frontside
mid,7,4,4,low,corner,490,274,0,34,188,drop_low
early,2,5,5,low,corner,482,173,0,60,571,play_frontside
mid,6,3,1,high,edge,322,61,1,83,458,take_height
mid,9,1,0,high,center,447,237,1,3,51,drop_low
mid,7,3,3,mid,corner,449,289,1,68,271,stabilize_box
mid,9,2,1,mid,edge,333,41,1,11,464,drop_low
mid,10,3,3,mid,edge,462,158,0,13,43,drop_low
mid,8,3,2,high,edge,96,184,0,50,539,take_height
mid,9,4,4,mid,center,368,155,1,82,568,drop_low
mid,6,4,3,mid,center,192,207,0,19,121,stabilize_box
late,12,3,1,low,edge,206,77,0,44,316,drop_low
mid,6,4,4,high,center,253,129,0,33,115,take_height
early,1,3,3,mid,edge,337,155,0,38,454,play_frontside
early,2,5,3,mid,corner,474,286,1,3,520,play_frontside
mid,8,2,2,low,center,394,198,0,99,337,drop_low
mid,6,3,3,high,corner,127,72,1,65,240,take_height
early,2,5,3,low,corner,405,91,0,35,386,play_frontside
mid,10,3,1,mid,corner,428,86,1,36,145,drop_low
mid,8,2,1,high,corner,381,121,0,38,377,take_height
mid,6,3,1,mid,edge,471,57,0,39,4,drop_low
late,11,1,0,low,corner,91,214,0,25,328,stick_deadside
early,5,5,5,mid,center,467,151,0,64,197,play_frontside
early,1,2,0,high,edge,256,26,0,13,389,drop_low
mid,10,4,4,mid,center,472,326,0,68,261,stabilize_box
mid,10,4,2,high,corner,243,295,0,70,94,take_height
mid,9,1,0,low,edge,426,86,1,75,257,drop_low
mid,7,4,3,mid,center,476,109,0,1,136,drop_low
early,3,4,2,mid,edge,491,176,0,72,525,play_frontside
late,14,3,1,high,edge,374,184,1,54,498,take_height
late,14,1,1,low,edge,162,35,0,98,178,drop_low
mid,6,2,2,high,center,281,339,0,9,112,take_height
mid,8,4,3,mid,corner,401,226,0,36,264,stabilize_box
mid,6,2,0,mid,center,44,180,0,37,414,look_for_refresh
mid,10,2,2,low,corner,222,226,0,59,369,drop_low
early,2,2,0,high,edge,220,166,0,21,591,drop_low
late,13,1,0,low,corner,439,126,0,20,378,stick_deadside
early,5,5,5,low,corner,148,209,0,1,586,play_frontside
late,12,1,1,low,edge,198,108,0,99,383,drop_low
mid,7,2,1,high,center,309,105,1,59,511,take_height
early,1,5,3,mid,center,404,321,1,28,377,play_frontside
mid,7,4,4,high,center,261,397,0,71,545,take_height
late,11,3,3,low,edge,404,57,0,56,73,drop_low
mid,8,1,0,mid,corner,159,134,0,9,504,stick_deadside
late,12,3,2,mid,edge,350,51,0,65,352,drop_low
mid,8,3,2,high,corner,228,238,1,36,325,take_height
mid,7,1,0,high,edge,91,55,1,98,388,drop_low
late,15,2,0,low,edge,199,122,1,34,240,drop_low
early,3,2,0,mid,corner,243,52,0,81,74,drop_low
mid,8,3,2,low,center,185,392,0,32,31,drop_low
early,1,2,2,mid,corner,241,96,1,66,479,drop_low
late,13,2,0,low,edge,367,106,0,100,14,drop_low
late,13,3,2,low,center,487,356,0,25,316,drop_low
early,1,2,0,mid,center,72,202,0,51,68,stabilize_box
mid,9,3,3,mid,corner,444,271,0,63,538,stabilize_box
late,11,3,3,low,corner,438,219,1,90,291,drop_low
early,2,2,1,mid,corner,246,219,0,45,24,stabilize_box
mid,9,2,2,mid,corner,42,273,1,26,415,stabilize_box
late,14,1,0,low,center,222,288,0,21,36,drop_low
early,1,2,1,high,edge,69,39,0,82,101,take_height
mid,8,4,3,low,center,388,115,0,93,546,drop_low
mid,8,4,3,mid,center,11,185,1,51,39,look_for_refresh
late,11,2,2,mid,edge,406,154,1,24,211,drop_low
late,13,3,3,low,edge,459,109,0,92,592,drop_low
late,12,1,1,low,edge,66,69,0,12,172,look_for_refresh
mid,8,3,3,mid,center,436,293,1,11,442,stabilize_box
late,13,3,2,high,corner,310,277,0,27,59,take_height
late,15,1,0,mid,corner,296,226,0,23,410,stick_deadside
mid,10,2,2,mid,edge,147,78,0,33,534,drop_low
late,12,1,0,mid,corner,288,104,1,80,365,stick_deadside
early,1,3,1,low,corner,223,181,0,92,367,play_frontside
mid,7,1,0,mid,center,248,364,0,92,344,stabilize_box
early,2,4,4,high,center,294,126,0,38,296,take_height
early,5,2,1,low,center,490,184,0,55,341,drop_low
early,5,3,2,low,corner,40,150,0,70,523,play_frontside
mid,10,3,1,low,center,215,342,0,42,265,drop_low
mid,9,2,0,mid,center,467,276,0,29,524,stabilize_box
mid,10,2,1,high,edge,283,161,1,34,38,take_height
early,2,2,0,low,edge,20,62,0,57,131,look_for_refresh
mid,7,1,0,mid,edge,368,135,0,3,382,drop_low
mid,9,3,2,low,edge,56,104,0,6,225,look_for_refresh
late,11,1,0,high,center,12,119,1,48,143,drop_low
mid,6,4,2,low,corner,139,284,0,64,431,drop_low
mid,9,1,1,mid,center,447,225,1,13,389,stabilize_box
late,15,2,0,mid,center,81,150,0,36,54,look_for_refresh
mid,9,4,4,mid,center,168,187,0,79,24,drop_low
early,5,4,3,mid,center,401,269,0,70,395,play_frontside
early,2,3,3,low,center,436,162,1,33,119,play_frontside
late,13,2,1,mid,corner,441,132,1,76,586,drop_low
early,2,4,4,low,center,139,288,0,57,185,play_frontside
late,15,3,3,low,corner,31,138,0,55,192,look_for_refresh
mid,9,1,1,mid,edge,389,172,1,13,487,drop_low
late,14,1,0,low,corner,398,168,0,97,384,stick_deadside
late,15,1,0,low,corner,144,238,1,51,346,stick_deadside
late,15,3,1,mid,center,29,363,0,92,473,stabilize_box
mid,10,3,1,high,center,229,141,1,53,3,take_height
late,14,1,0,mid,center,342,218,0,36,50,stabilize_box
mid,9,1,1,low,corner,139,145,0,5,504,stick_deadside
mid,7,1,0,low,center,41,207,0,25,211,look_for_refresh
mid,8,3,2,high,corner,99,110,1,81,528,take_height
late,13,3,3,low,edge,268,21,0,37,283,drop_low
late,13,1,1,low,edge,434,184,0,19,379,drop_low
late,15,2,1,mid,center,307,259,0,35,326,stabilize_box
mid,8,1,0,mid,corner,342,94,0,34,298,stick_deadside
mid,10,4,3,mid,edge,258,188,0,54,138,drop_low
mid,10,3,3,low,corner,478,279,1,46,125,drop_low
early,5,3,3,low,center,182,214,0,6,392,play_frontside
early,3,2,2,high,corner,366,115,1,83,402,take_height
mid,8,1,0,low,edge,480,53,0,1,480,drop_low
mid,10,4,2,mid,corner,464,145,0,71,401,drop_low
mid,6,1,1,mid,center,410,305,0,34,570,stabilize_box
early,1,2,0,mid,edge,485,26,0,56,362,drop_low
early,3,2,2,low,center,393,352,0,83,66,drop_low
early,2,3,1,low,corner,56,183,0,97,428,play_frontside
late,14,3,2,mid,edge,487,196,0,26,521,drop_low
mid,8,3,3,high,center,206,374,1,42,432,take_height
mid,9,2,2,high,center,417,170,0,91,105,take_height
mid,8,1,1,low,corner,464,227,0,38,89,stick_deadside
early,1,4,3,low,center,388,397,0,26,6,play_frontside
late,13,3,2,high,center,43,189,1,99,158,take_height
late,11,2,0,mid,corner,263,87,1,59,379,drop_low
early,1,5,4,high,corner,257,284,1,84,330,take_height
mid,6,4,4,low,edge,443,146,0,24,103,drop_low
late,12,2,0,mid,corner,51,161,0,21,223,look_for_refresh
late,14,1,0,mid,corner,298,182,0,60,402,stick_deadside
mid,9,2,0,mid,center,132,246,1,90,545,stabilize_box
mid,6,4,2,mid,edge,36,59,1,20,509,look_for_refresh
early,5,4,2,low,corner,471,83,0,6,184,play_frontside
late,15,3,3,mid,center,68,308,0,67,87,stabilize_box
early,3,5,5,low,corner,156,289,0,10,581,play_frontside
late,14,2,1,mid,corner,124,88,0,12,380,drop_low
mid,10,2,2,high,corner,495,161,0,97,538,take_height
mid,6,2,0,mid,edge,469,192,1,22,413,drop_low
mid,6,3,1,high,corner,396,277,1,62,518,take_height
early,5,3,3,low,corner,208,269,0,61,295,play_frontside
early,1,5,3,mid,center,137,132,0,80,260,play_frontside
early,1,4,4,high,edge,385,125,0,17,384,take_height
early,1,4,2,low,corner,492,83,0,10,304,play_frontside
late,12,3,2,low,center,162,288,0,12,316,drop_low
mid,6,1,0,mid,corner,378,149,0,83,77,stick_deadside
early,3,4,4,low,center,280,324,0,40,379,play_frontside
late,14,2,2,mid,center,348,267,1,23,461,stabilize_box
late,12,2,2,high,center,453,285,0,40,56,take_height
late,13,3,3,mid,corner,92,163,1,74,81,look_for_refresh
late,13,1,1,low,corner,32,269,0,74,176,stick_deadside
early,1,3,1,mid,corner,20,280,0,50,383,play_frontside
mid,9,1,0,mid,center,196,195,0,10,149,drop_low
late,12,3,1,low,corner,478,100,0,94,281,drop_low
mid,9,1,0,mid,edge,125,42,1,4,345,drop_low
early,5,2,0,mid,edge,171,161,0,1,409,drop_low
late,11,2,0,mid,edge,112,24,0,43,30,drop_low
early,3,5,3,low,edge,252,129,0,83,422,play_frontside
early,5,3,3,mid,center,16,172,0,5,231,play_frontside
mid,7,1,0,low,edge,371,37,0,94,359,drop_low
mid,6,1,1,low,corner,181,152,1,90,162,stick_deadside
mid,7,3,3,high,center,265,350,1,34,228,take_height
early,1,3,1,mid,center,256,267,0,66,221,play_frontside
late,14,1,0,low,center,484,362,1,24,73,drop_low
mid,10,1,0,low,edge,201,165,0,14,399,drop_low
early,2,5,4,low,corner,123,60,0,41,95,play_frontside
late,14,1,0,low,corner,32,197,0,42,475,stick_deadside
late,11,1,1,low,edge,367,131,0,13,95,drop_low
late,12,3,3,low,corner,323,85,0,29,124,drop_low
late,11,2,1,mid,center,285,273,1,65,500,stabilize_box
mid,8,2,2,mid,edge,420,52,0,46,48,drop_low
mid,9,4,3,mid,center,382,302,0,34,95,stabilize_box
early,3,2,2,mid,center,453,284,0,63,477,stabilize_box
mid,10,2,0,low,corner,145,138,0,4,33,drop_low
mid,6,1,0,high,corner,366,257,1,28,118,stick_deadside
mid,7,1,0,high,edge,204,23,1,83,251,drop_low
mid,9,4,3,high,center,267,305,1,1,303,take_height
mid,9,3,3,high,center,287,151,1,36,122,take_height
early,1,3,2,high,corner,79,114,1,13,218,take_height
early,5,4,3,mid,corner,368,50,0,5,53,play_frontside
mid,6,2,2,low,edge,369,99,0,97,126,drop_low
early,5,3,2,mid,center,45,313,0,14,159,play_frontside
late,13,2,1,mid,center,117,133,0,80,176,drop_low
mid,8,3,1,mid,corner,33,109,0,32,292,look_for_refresh
mid,6,2,0,mid,center,149,388,1,50,159,stabilize_box
mid,9,2,0,low,edge,474,199,1,27,491,drop_low
late,11,3,2,mid,center,31,357,0,35,357,stabilize_box
mid,9,4,4,high,corner,348,99,0,3,237,take_height
mid,10,1,0,mid,center,338,281,0,4,428,stabilize_box
mid,6,4,3,mid,edge,213,63,0,7,125,drop_low
mid,6,1,0,low,center,389,364,0,77,315,drop_low
late,12,3,3,mid,edge,233,61,0,3,279,drop_low
late,11,3,3,high,center,232,309,1,81,105,take_height
mid,9,4,4,mid,edge,90,166,0,59,42,look_for_refresh
late,13,2,2,high,center,416,235,0,74,397,take_height
late,15,2,2,mid,corner,339,75,0,1,460,drop_low
mid,10,4,4,mid,corner,200,91,0,28,491,drop_low
late,13,3,2,low,corner,295,227,0,59,565,drop_low
mid,8,2,0,mid,edge,156,152,0,53,168,drop_low
mid,10,3,3,mid,edge,291,132,1,10,174,drop_low
mid,6,3,1,mid,center,483,201,1,71,372,stabilize_box
late,15,2,0,mid,corner,393,179,1,3,599,drop_low
early,4,4,3,high,corner,20,148,0,7,150,take_height
late,11,2,2,low,edge,285,97,0,9,249,drop_low
late,14,1,1,high,center,383,122,1,99,180,drop_low
early,5,3,2,low,corner,65,80,0,90,120,play_frontside
late,11,1,0,mid,center,182,230,0,69,28,stabilize_box
early,2,4,3,low,corner,461,253,0,13,117,play_frontside
mid,8,1,0,low,corner,312,231,0,94,262,stick_deadside
mid,7,4,3,mid,center,213,116,0,40,38,drop_low
early,2,4,2,low,corner,354,205,0,62,197,play_frontside
late,14,2,1,mid,edge,257,71,1,62,525,drop_low
late,11,3,3,high,corner,323,196,1,10,437,take_height
mid,6,1,1,low,corner,275,253,0,87,410,stick_deadside
early,5,5,4,high,corner,31,291,1,11,333,take_height
mid,7,2,1,mid,edge,336,189,0,76,531,drop_low
mid,8,2,1,mid,center,33,179,0,62,465,look_for_refresh
late,14,1,0,low,center,203,396,0,77,158,drop_low
mid,10,1,0,low,corner,105,221,0,56,160,stick_deadside
mid,10,1,1,low,corner,478,150,0,49,334,stick_deadside
mid,8,3,1,low,center,454,347,0,16,376,drop_low
mid,9,3,2,low,edge,272,89,0,73,79,drop_low
late,12,3,2,mid,edge,81,23,0,74,197,look_for_refresh
early,1,2,1,high,corner,252,169,0,93,120,take_height
late,11,3,3,high,center,392,104,1,9,226,take_height
mid,7,2,2,mid,edge,47,53,0,33,595,look_for_refresh
late,14,3,1,low,center,414,129,0,88,410,drop_low
mid,8,3,1,low,edge,401,153,0,35,538,drop_low
mid,9,4,2,low,corner,386,91,0,75,339,drop_low
late,15,1,0,low,edge,98,118,1,39,556,look_for_refresh
early,3,2,2,mid,edge,37,186,0,77,596,look_for_refresh
late,14,2,0,mid,edge,101,99,1,87,537,drop_low
mid,10,1,0,mid,center,63,149,0,25,220,look_for_refresh
early,3,2,2,mid,center,168,369,0,80,293,stabilize_box
mid,6,3,3,high,edge,381,162,1,56,204,take_height
mid,8,3,3,high,corner,237,182,1,48,514,take_height
early,5,5,4,low,corner,482,82,0,85,202,play_frontside
mid,10,4,4,high,edge,381,78,0,10,32,take_height
mid,6,4,3,high,edge,385,29,1,41,89,take_height
mid,7,3,1,low,edge,50,26,0,83,202,look_for_refresh
early,5,5,5,mid,corner,46,150,0,99,293,play_frontside
late,12,2,1,mid,edge,134,95,0,59,115,drop_low
late,14,2,2,high,edge,431,31,0,28,222,take_height
late,13,3,1,high,corner,188,195,0,41,182,take_height
mid,9,3,3,low,center,341,231,1,66,469,drop_low
early,1,2,0,mid,corner,46,183,0,51,426,look_for_refresh
late,14,1,1,mid,corner,110,102,0,62,552,stick_deadside
early,4,2,1,mid,edge,40,134,0,30,60,look_for_refresh
early,2,5,3,low,center,199,289,1,40,485,play_frontside
mid,10,4,4,high,edge,155,145,0,40,11,take_height
mid,8,3,1,mid,edge,99,109,0,69,385,look_for_refresh
late,13,1,0,high,center,15,388,1,62,410,drop_low
mid,9,4,3,high,edge,402,80,0,15,42,take_height
mid,9,1,0,mid,center,148,114,1,100,123,drop_low
mid,10,1,0,mid,edge,104,133,1,3,252,drop_low
late,13,2,1,mid,corner,128,295,0,24,484,stabilize_box
mid,10,1,0,low,edge,375,111,1,41,213,drop_low
mid,10,1,0,mid,corner,129,203,0,63,268,stick_deadside
early,1,4,4,low,corner,395,269,1,48,540,play_frontside
late,13,3,3,mid,edge,132,68,1,61,135,drop_low
mid,10,1,1,low,center,294,259,0,48,498,drop_low
early,3,2,1,low,center,375,381,0,47,126,drop_low
early,2,3,1,low,center,386,308,0,56,359,play_frontside
mid,7,4,2,low,edge,188,199,0,76,503,drop_low
mid,9,1,1,mid,corner,499,236,0,8,318,stick_deadside
mid,8,4,4,mid,corner,334,111,0,78,12,drop_low
late,13,2,0,mid,corner,416,197,0,18,477,drop_low
early,2,2,1,low,center,493,373,0,84,294,drop_low
mid,10,1,1,low,corner,16,193,0,23,440,stick_deadside
late,11,1,1,low,center,393,165,0,69,516,drop_low
mid,6,1,0,low,center,321,226,0,65,391,drop_low
mid,10,4,2,high,corner,136,142,0,46,316,take_height
mid,6,1,1,low,center,86,397,0,66,8,look_for_refresh
mid,9,3,3,mid,edge,243,165,0,80,508,drop_low
late,11,3,2,low,corner,327,217,0,69,124,drop_low
mid,8,2,1,low,center,83,381,0,22,372,look_for_refresh
late,12,3,2,mid,center,493,248,0,65,314,stabilize_box
early,4,3,2,mid,center,473,293,0,12,185,play_frontside
early,2,5,5,low,edge,280,94,0,19,547,play_frontside
early,1,5,5,low,center,318,278,0,22,585,play_frontside
mid,10,2,2,mid,center,436,247,0,55,525,stabilize_box
mid,8,1,0,low,corner,476,153,0,62,39,stick_deadside
late,15,3,3,low,center,478,104,0,51,84,drop_low
mid,9,1,0,high,center,129,113,0,48,21,drop_low
late,13,1,0,mid,corner,44,187,1,17,253,stick_deadside
early,3,2,0,mid,center,216,315,0,13,303,stabilize_box
late,13,2,1,mid,edge,279,58,0,28,258,drop_low
late,12,3,3,mid,center,102,102,1,67,542,drop_low
late,13,3,2,mid,center,462,236,0,5,552,stabilize_box
late,13,2,0,mid,edge,387,123,0,100,461,drop_low
late,13,2,1,mid,edge,186,110,1,60,224,drop_low
mid,10,4,2,low,center,283,379,0,15,92,drop_low
early,1,3,3,mid,edge,188,178,0,81,280,play_frontside
early,5,5,3,mid,edge,138,21,1,44,170,play_frontside
late,15,1,1,high,center,134,215,1,46,248,drop_low
mid,6,2,0,mid,center,36,301,0,29,361,stabilize_box
late,11,1,1,mid,center,73,239,1,68,349,stabilize_box
mid,9,1,0,low,edge,69,61,0,96,435,look_for_refresh
early,5,4,4,mid,center,228,365,0,49,406,play_frontside
early,3,3,3,low,corner,226,238,0,43,78,play_frontside
mid,8,2,2,low,edge,178,121,0,68,458,drop_low
mid,8,4,2,low,center,158,321,0,77,586,drop_low
early,1,3,1,mid,corner,279,158,0,20,392,play_frontside
mid,9,1,1,low,center,125,299,0,18,14,drop_low
early,2,4,3,mid,center,254,349,1,64,45,play_frontside
mid,6,3,3,high,edge,157,33,0,49,38,take_height
mid,7,4,3,low,corner,101,202,0,42,416,drop_low
late,14,3,3,mid,edge,94,197,1,12,245,look_for_refresh
mid,6,2,0,mid,center,96,289,1,89,62,stabilize_box
mid,10,4,3,low,corner,404,237,0,94,493,drop_low
early,3,2,0,high,edge,129,87,0,79,323,drop_low
early,3,4,3,low,center,459,234,0,36,252,play_frontside
mid,9,4,3,mid,corner,349,272,1,8,468,stabilize_box
mid,8,1,0,mid,center,33,112,0,28,61,look_for_refresh
mid,9,3,2,mid,edge,384,125,0,86,119,drop_low
mid,10,4,2,mid,corner,98,229,0,60,87,stabilize_box
mid,8,2,1,low,corner,46,233,0,49,595,look_for_refresh
late,15,2,2,low,corner,351,240,0,38,80,drop_low
late,12,2,2,mid,corner,392,245,0,80,228,stabilize_box
early,5,3,2,mid,edge,417,190,1,58,483,play_frontside
mid,10,3,1,high,center,280,132,1,5,310,take_height
early,3,4,2,high,corner,21,282,1,46,583,take_height
early,4,4,3,high,corner,104,103,0,98,485,take_height
late,15,1,0,mid,corner,457,50,0,75,25,stick_deadside
early,1,2,0,low,edge,40,131,0,2,202,look_for_refresh
mid,8,2,0,high,corner,446,139,0,89,225,drop_low
mid,7,4,3,mid,edge,359,44,0,25,510,drop_low
mid,10,3,3,low,center,242,124,0,1,579,drop_low
mid,7,4,4,high,corner,349,187,1,95,559,take_height
early,4,5,5,high,edge,337,67,0,69,520,take_height
mid,9,2,2,mid,center,309,160,1,40,183,drop_low
mid,6,1,1,low,edge,295,100,1,68,77,drop_low
early,5,3,1,mid,edge,44,63,0,69,426,play_frontside
mid,6,2,0,high,corner,30,62,0,69,67,drop_low
early,3,3,1,high,corner,120,206,0,16,494,take_height
early,4,2,1,low,edge,497,122,0,54,547,drop_low
mid,9,3,1,low,corner,328,159,0,63,77,drop_low
early,4,2,2,high,corner,357,140,0,18,55,take_height
mid,10,3,1,mid,corner,496,144,1,17,473,drop_low
mid,10,3,3,mid,corner,154,92,1,99,247,drop_low
late,11,2,0,high,edge,21,135,0,82,439,drop_low
early,4,5,5,low,corner,253,208,0,4,314,play_frontside
early,5,2,0,mid,center,155,340,0,95,320,stabilize_box
early,1,5,5,low,center,248,144,0,95,220,play_frontside
mid,9,2,2,mid,center,101,180,1,9,371,drop_low
mid,7,3,2,high,corner,325,274,1,31,216,take_height
early,2,3,1,mid,edge,332,81,0,5,49,play_frontside
late,14,2,2,high,corner,124,148,1,100,463,take_height
early,3,2,0,mid,edge,24,113,0,16,118,look_for_refresh
mid,10,2,2,low,edge,281,162,0,42,82,drop_low
mid,6,2,1,low,center,31,375,0,41,263,look_for_refresh
late,14,3,2,mid,center,127,373,1,80,589,stabilize_box
mid,8,3,2,mid,center,378,176,1,84,496,drop_low
late,15,1,0,low,center,104,333,0,30,176,drop_low
mid,6,4,4,mid,edge,456,78,0,26,89,drop_low
late,15,2,0,mid,edge,424,34,1,49,359,drop_low
early,5,5,4,mid,corner,266,185,0,31,286,play_frontside
late,12,1,0,mid,center,340,138,0,50,297,drop_low
mid,9,1,0,mid,edge,271,50,0,15,260,drop_low
late,15,1,0,low,edge,96,92,0,52,475,look_for_refresh
mid,7,3,3,low,center,402,207,0,38,536,drop_low
mid,10,1,1,mid,center,445,193,0,38,562,drop_low
mid,6,1,1,mid,corner,473,58,0,60,37,stick_deadside
mid,9,3,3,low,edge,327,155,0,20,181,drop_low
early,1,4,2,high,corner,67,81,0,99,25,take_height
early,2,5,3,high,center,239,115,1,87,349,take_height
early,2,2,0,mid,corner,117,263,1,44,543,stabilize_box
early,1,3,2,low,corner,28,211,0,89,227,play_frontside
late,13,2,0,high,center,374,314,1,63,348,drop_low
early,4,5,5,mid,edge,150,43,1,50,38,play_frontside
late,11,1,0,high,corner,388,196,0,22,383,stick_deadside
mid,8,3,2,high,center,169,237,1,72,570,take_height
early,2,4,4,high,corner,109,131,0,54,236,take_height
late,11,1,0,mid,corner,274,86,1,9,181,stick_deadside
mid,7,4,4,low,center,247,118,0,15,114,drop_low
mid,8,4,4,mid,center,247,393,1,48,306,stabilize_box
mid,8,3,1,mid,corner,58,53,1,20,132,look_for_refresh
mid,7,3,1,mid,corner,174,288,1,35,348,stabilize_box
early,4,4,3,low,corner,296,92,0,67,180,play_frontside
late,14,3,1,low,corner,424,204,0,60,415,drop_low
late,15,3,1,high,edge,68,184,1,98,590,take_height
mid,9,2,0,mid,edge,192,183,0,34,385,drop_low
early,5,3,3,high,corner,156,183,0,100,512,take_height
mid,6,2,1,high,center,456,106,1,99,43,take_height
early,4,4,4,mid,edge,395,27,1,73,480,play_frontside
early,1,5,3,mid,corner,310,155,0,94,118,play_frontside
mid,7,4,3,high,edge,105,126,0,54,571,take_height
mid,10,3,1,mid,edge,52,190,0,90,61,look_for_refresh
late,13,2,2,mid,corner,363,159,0,12,553,drop_low
mid,9,2,2,low,corner,266,117,0,88,188,drop_low
mid,7,3,1,mid,edge,222,105,0,19,453,drop_low
mid,9,2,1,mid,center,198,260,0,80,187,stabilize_box
mid,10,3,3,low,corner,140,145,0,26,464,drop_low
mid,8,2,0,low,corner,356,93,0,23,164,drop_low
late,14,3,1,low,center,309,359,0,33,424,drop_low
early,5,5,3,low,center,400,289,1,57,102,play_frontside
late,13,1,0,low,edge,298,168,0,30,267,drop_low
mid,9,2,0,mid,edge,146,34,0,23,153,drop_low
mid,9,3,1,high,corner,39,122,0,74,429,take_height
mid,7,4,4,mid,center,155,316,1,36,427,stabilize_box
mid,7,4,2,low,center,321,306,1,95,578,drop_low
late,11,3,2,low,center,483,252,0,86,536,drop_low
late,14,3,1,mid,corner,477,204,0,43,333,stabilize_box
mid,9,2,1,mid,edge,495,42,0,66,440,drop_low
mid,9,2,0,high,edge,114,102,1,53,124,drop_low
mid,7,4,2,mid,center,296,302,0,87,302,stabilize_box
late,12,2,0,high,center,465,304,0,99,349,drop_low
early,4,2,1,low,corner,200,177,0,60,249,drop_low
mid,7,2,2,mid,center,480,269,1,37,271,stabilize_box
mid,8,1,0,low,center,187,340,0,61,429,drop_low
mid,8,4,4,high,center,354,386,0,96,570,take_height
early,2,4,3,mid,edge,248,56,0,53,584,play_frontside
mid,8,1,0,low,center,10,179,0,12,247,look_for_refresh
late,14,3,1,low,center,119,191,0,35,481,drop_low
early,5,3,3,low,edge,347,50,0,67,98,play_frontside
early,4,3,3,mid,corner,284,122,0,98,329,play_frontside
late,15,2,1,low,center,380,222,0,38,593,drop_low
early,4,2,1,mid,corner,391,55,0,24,425,drop_low
late,12,2,2,low,center,243,358,0,81,577,drop_low
mid,7,2,2,mid,edge,73,130,1,40,424,look_for_refresh
early,2,4,3,high,center,253,174,1,65,5,take_height
late,14,1,1,high,edge,62,136,1,57,459,drop_low
mid,7,4,4,high,center,271,168,1,72,593,take_height
mid,7,1,1,low,corner,26,66,1,79,498,stick_deadside
mid,9,3,3,low,edge,311,25,0,45,87,drop_low
mid,7,2,0,mid,corner,465,61,0,89,402,drop_low
early,2,3,1,mid,corner,383,135,0,72,293,play_frontside
mid,7,4,4,mid,center,243,340,0,96,281,stabilize_box
late,12,2,1,low,corner,82,229,0,13,197,look_for_refresh
mid,9,2,0,low,corner,366,171,0,79,83,drop_low
mid,6,3,2,low,center,448,316,0,6,27,drop_low
mid,9,3,2,high,center,100,301,1,97,135,take_height
late,13,3,1,low,center,493,128,0,71,90,drop_low
early,1,3,2,mid,edge,15,122,1,97,206,play_frontside
late,15,2,1,low,center,207,253,1,47,27,drop_low
mid,10,2,2,mid,edge,374,162,0,93,378,drop_low
early,4,4,4,low,corner,205,86,0,44,571,play_frontside
early,5,4,4,high,center,479,276,0,32,584,take_height
early,5,4,2,high,edge,305,25,1,3,415,take_height
mid,6,3,3,low,center,356,331,0,54,227,drop_low
mid,7,2,1,high,edge,494,47,0,84,68,take_height
late,15,1,0,high,center,331,285,1,78,362,drop_low
mid,8,1,0,high,corner,146,96,1,92,260,stick_deadside
early,1,4,3,high,center,276,365,1,38,63,take_height
mid,10,1,0,low,center,413,234,0,4,392,drop_low
mid,7,3,1,mid,edge,125,73,0,79,246,drop_low
early,2,5,4,low,corner,52,92,0,17,278,play_frontside
early,3,3,1,low,edge,240,124,0,37,347,play_frontside
early,2,5,4,high,edge,67,37,1,88,372,take_height
mid,6,3,1,low,corner,215,63,0,36,123,drop_low
mid,9,1,0,mid,corner,419,278,0,58,57,stick_deadside
mid,7,4,3,high,edge,303,93,0,41,160,take_height
late,11,2,1,high,edge,103,176,1,8,127,take_height
late,12,3,2,high,center,45,188,0,67,311,take_height
mid,7,3,2,low,corner,239,181,0,30,518,drop_low
late,12,1,1,low,center,236,221,0,86,265,drop_low
early,1,2,2,mid,center,192,215,0,52,288,stabilize_box
early,5,3,1,low,corner,271,274,0,97,420,play_frontside
mid,9,2,0,low,edge,140,102,0,25,528,drop_low
early,3,4,4,mid,corner,74,50,0,52,140,play_frontside
mid,9,3,1,high,corner,389,285,0,59,475,take_height
late,12,2,1,mid,center,457,380,0,30,529,stabilize_box
early,5,5,3,low,center,195,110,0,67,389,play_frontside
early,4,4,2,mid,corner,126,223,0,4,511,play_frontside
mid,6,1,0,low,center,195,255,0,93,538,drop_low
late,12,3,3,low,corner,283,252,0,57,213,drop_low
mid,6,3,3,high,corner,160,174,1,63,513,take_height
mid,6,1,0,mid,corner,361,184,1,32,265,stick_deadside
early,5,3,2,high,edge,422,144,1,87,343,take_height
early,1,3,1,low,center,160,266,0,83,38,play_frontside
late,14,1,1,high,center,393,264,1,79,233,drop_low
late,14,1,0,mid,center,45,288,0,51,260,stabilize_box
early,1,5,3,mid,edge,335,135,0,63,308,play_frontside
late,11,1,1,mid,corner,474,170,0,80,403,stick_deadside
mid,7,3,2,high,center,475,388,0,87,261,take_height
late,12,2,0,mid,edge,104,99,0,1,476,drop_low
mid,9,3,3,mid,center,143,144,0,19,106,drop_low
mid,7,1,0,high,corner,171,91,0,35,247,stick_deadside
mid,7,4,2,high,center,53,274,1,63,304,take_height
mid,10,1,0,mid,corner,309,84,1,94,343,stick_deadside
